Title,Description,Source,Date,URL,Topic,full_text,cleaned_text,processed_text,vader_label,vader_score,sentiment_label,ml_trained
Microsoft-backed start-up raises $40 million for helium atom beam lithography that could print chips at atomic resolution — 0.1nm beam is 135 times narrower than ASML's EUV light,Lace Lithography raised $40 million in Series A funding on Monday to develop a chipmaking tool that uses a helium atom beam instead of light to pattern silicon wafers.,Tom's Hardware UK,"24 Mar 2026, 13:02",https://www.tomshardware.com/tech-industry/norwegian-start-up-raises-40-million-for-helium-atom-beam-lithography,uk,Microsoft-backed start-up raises $40 million for helium atom beam lithography that could print chips at atomic resolution — 0.1nm beam is 135 times narrower than ASML's EUV light Lace Lithography raised $40 million in Series A funding on Monday to develop a chipmaking tool that uses a helium atom beam instead of light to pattern silicon wafers.,microsoft backed start raises million helium atom beam lithography could print chips atomic resolution beam times narrower asml euv light lace lithography raised million series funding monday develop chipmaking tool uses helium atom beam instead light pattern silicon wafers,microsoft backed start raises million helium atom beam lithography could print chips atomic resolution beam times narrower asml euv light lace lithography raised million series funding monday develop chipmaking tool uses helium atom beam instead light pattern silicon wafers,Neutral,0.0258,Positive,True
"The Ariel Helwani Show | Francis Ngannou, PFL CEO John Martin in studio, Jean Silva, Sebastian Fundora and more",Join Ariel and the Boys in the Back live at 1 p.m. ET as we keep the week rolling with another loaded combat sports lineup.,Yahoo Entertainment,"24 Mar 2026, 13:00",https://sports.yahoo.com/mma/article/the-ariel-helwani-show-francis-ngannou-pfl-ceo-john-martin-in-studio-jean-silva-sebastian-fundora-and-more-130010819.html,uk,"The Ariel Helwani Show | Francis Ngannou, PFL CEO John Martin in studio, Jean Silva, Sebastian Fundora and more Join Ariel and the Boys in the Back live at 1 p.m. ET as we keep the week rolling with another loaded combat sports lineup.",ariel helwani show francis ngannou pfl ceo john martin studio jean silva sebastian fundora join ariel boys back live keep week rolling another loaded combat sports lineup,ariel helwani show francis ngannou pfl ceo john martin studio jean silva sebastian fundora join ariel boys back live keep week rolling another loaded combat sports lineup,Negative,-0.0516,Negative,True
Mercedes-Maybach VLS to crown new luxury van line-up,"Luxurious 'grand limousine' will be the first van to wear the Maybach badge, rivalling Lexus LM Mercedes will attach the Maybach name to a van for the first time with a new range-topper based on the incoming VLS The new luxury MPV was officially confirme…",Autocar,"24 Mar 2026, 13:00",https://www.autocar.co.uk/car-news/electric-cars/mercedes-maybach-vls-crown-new-luxury-van-line,uk,"Mercedes-Maybach VLS to crown new luxury van line-up Luxurious 'grand limousine' will be the first van to wear the Maybach badge, rivalling Lexus LM Mercedes will attach the Maybach name to a van for the first time with a new range-topper based on the incoming VLS The new luxury MPV was officially confirme…",mercedes maybach vls crown new luxury van line luxurious grand limousine first van wear maybach badge rivalling lexus mercedes attach maybach name van first time new range topper based incoming vls new luxury mpv officially confirme,mercedes maybach vls crown new luxury van line luxurious grand limousine first van wear maybach badge rivalling lexus mercedes attach maybach name van first time new range topper based incoming vls new luxury mpv officially confirme,Positive,0.4588,Positive,True
New 2026 Maybach S-Class revealed: Stuttgart's Spur rival returns,"Rarefied new flagship is intended to offer uncompromising comfort and customisation Mercedes has lifted the covers off the new Maybach S-Class, transforming its flagship saloon into an opulent limousine. It will be available with a choice of inline six, V8…",Autocar,"24 Mar 2026, 13:00",https://www.autocar.co.uk/car-news/new-cars/new-2026-maybach-s-class-revealed-stuttgarts-spur-rival-returns,uk,"New 2026 Maybach S-Class revealed: Stuttgart's Spur rival returns Rarefied new flagship is intended to offer uncompromising comfort and customisation Mercedes has lifted the covers off the new Maybach S-Class, transforming its flagship saloon into an opulent limousine. It will be available with a choice of inline six, V8…",new maybach class revealed stuttgart spur rival returns rarefied new flagship intended offer uncompromising comfort customisation mercedes lifted covers new maybach class transforming flagship saloon opulent limousine available choice inline six,new maybach class revealed stuttgart spur rival returns rarefied new flagship intended offer uncompromising comfort customisation mercedes lifted covers new maybach class transforming flagship saloon opulent limousine available choice inline six,Positive,0.5106,Positive,True
What's New on HBO Max This April,"Catch the debut of the fifth and final season of ""Hacks""; a new season of ""Euphoria""; and the original limited series ""Half Man.""",Thefutoncritic.com,"24 Mar 2026, 13:00",http://www.thefutoncritic.com/news/2026/03/24/whats-new-on-hbo-max-this-april-861213/20260324wbd01/,uk,"What's New on HBO Max This April Catch the debut of the fifth and final season of ""Hacks""; a new season of ""Euphoria""; and the original limited series ""Half Man.""",new hbo max april catch debut fifth final season hacks new season euphoria original limited series half man,new hbo max april catch debut fifth final season hacks new season euphoria original limited series half man,Positive,0.6908,Positive,True
Spencer Cullum’s Coin Collection 3,"Coin Collection 3 marks the bittersweet conclusion of Spencer Cullum's trilogy of collaborative Coin Collection records. Like the impetus for the collective project's ethos established the first two trips around, Cullum's pedal steel guitar and cast of fellow…",Aquariumdrunkard.com,"24 Mar 2026, 13:00",https://aquariumdrunkard.com/2026/03/24/spencer-cullums-coin-collection-3/,uk,"Spencer Cullum’s Coin Collection 3 Coin Collection 3 marks the bittersweet conclusion of Spencer Cullum's trilogy of collaborative Coin Collection records. Like the impetus for the collective project's ethos established the first two trips around, Cullum's pedal steel guitar and cast of fellow…",spencer cullum coin collection coin collection marks bittersweet conclusion spencer cullum trilogy collaborative coin collection records like impetus collective project ethos established first two trips around cullum pedal steel guitar cast fellow,spencer cullum coin collection coin collection marks bittersweet conclusion spencer cullum trilogy collaborative coin collection records like impetus collective project ethos established first two trips around cullum pedal steel guitar cast fellow,Positive,0.296,Positive,True
Official Statistics: Affordability of Communication services Q1 2026,Data tables tracking the affordability of communication services among UK adults.,Www.gov.uk,"24 Mar 2026, 12:56",https://www.gov.uk/government/statistics/announcements/affordability-of-communication-services-q1-2026,uk,Official Statistics: Affordability of Communication services Q1 2026 Data tables tracking the affordability of communication services among UK adults.,official statistics affordability communication services data tables tracking affordability communication services among adults,official statistics affordability communication services data tables tracking affordability communication services among adults,Neutral,0.0,Positive,True
Official Statistics: Audio Survey,"This survey provides information on UK adults’ use of different audio platforms, including for example, radio, podcasts and music streaming services.",Www.gov.uk,"24 Mar 2026, 12:55",https://www.gov.uk/government/statistics/announcements/audio-survey--4,uk,"Official Statistics: Audio Survey This survey provides information on UK adults’ use of different audio platforms, including for example, radio, podcasts and music streaming services.",official statistics audio survey survey provides information adults use different audio platforms including example radio podcasts music streaming services,official statistics audio survey survey provides information adults use different audio platforms including example radio podcasts music streaming services,Neutral,0.0,Positive,True
Official Statistics: Podcast Survey,This set of data tables provides information on UK adults’ use of podcasts.,Www.gov.uk,"24 Mar 2026, 12:55",https://www.gov.uk/government/statistics/announcements/podcast-survey--7,uk,Official Statistics: Podcast Survey This set of data tables provides information on UK adults’ use of podcasts.,official statistics podcast survey set data tables provides information adults use podcasts,official statistics podcast survey set data tables provides information adults use podcasts,Neutral,0.0,Positive,True
Official Statistics: News Consumption Survey- Teens data,"Research into UK 12-15 year olds' news consumption across television, radio, print, social media and other websites or apps.",Www.gov.uk,"24 Mar 2026, 12:54",https://www.gov.uk/government/statistics/announcements/news-consumption-survey-teens-data--3,uk,"Official Statistics: News Consumption Survey- Teens data Research into UK 12-15 year olds' news consumption across television, radio, print, social media and other websites or apps.",official statistics news consumption survey teens data research year olds news consumption across television radio print social media websites apps,official statistics news consumption survey teens data research year olds news consumption across television radio print social media websites apps,Neutral,0.0,Positive,True
Official Statistics: News Consumption Survey,"Research into UK adults’ news consumption across television, radio, print, social media and other websites or apps.",Www.gov.uk,"24 Mar 2026, 12:54",https://www.gov.uk/government/statistics/announcements/news-consumption-survey--4,uk,"Official Statistics: News Consumption Survey Research into UK adults’ news consumption across television, radio, print, social media and other websites or apps.",official statistics news consumption survey research adults news consumption across television radio print social media websites apps,official statistics news consumption survey research adults news consumption across television radio print social media websites apps,Neutral,0.0,Positive,True
Official Statistics: UK Business Data Survey 2026,"Official statistics on UK businesses covering the role and importance of personal and non-personal data, domestic and international transfers of data, activities and opinions relating to data protection legislation and policy.",Www.gov.uk,"24 Mar 2026, 12:52",https://www.gov.uk/government/statistics/announcements/uk-business-data-survey-2026,uk,"Official Statistics: UK Business Data Survey 2026 Official statistics on UK businesses covering the role and importance of personal and non-personal data, domestic and international transfers of data, activities and opinions relating to data protection legislation and policy.",official statistics business data survey official statistics businesses covering role importance personal non personal data domestic international transfers data activities opinions relating data protection legislation policy,official statistics business data survey official statistics businesses covering role importance personal non personal data domestic international transfers data activities opinions relating data protection legislation policy,Positive,0.3612,Positive,True
"Official Statistics: BDUK delivery performance, annual: April 2025 to March 2026",Breakdowns of how many premises in the United Kingdom have received gigabit-capable broadband coverage as a result of Building Digital UK (BDUK) subsidy.,Www.gov.uk,"24 Mar 2026, 12:52",https://www.gov.uk/government/statistics/announcements/bduk-delivery-performance-annual-january-2026-to-march-2026,uk,"Official Statistics: BDUK delivery performance, annual: April 2025 to March 2026 Breakdowns of how many premises in the United Kingdom have received gigabit-capable broadband coverage as a result of Building Digital UK (BDUK) subsidy.",official statistics bduk delivery performance annual april march breakdowns many premises united kingdom received gigabit capable broadband coverage result building digital bduk subsidy,official statistics bduk delivery performance annual april march breakdowns many premises united kingdom received gigabit capable broadband coverage result building digital bduk subsidy,Positive,0.6597,Positive,True
Traders placed $580M in oil bets minutes before Trump’s Iran post - Yahoo Finance UK,Traders placed $580M in oil bets minutes before Trump’s Iran postYahoo Finance UK Volume in stock and oil futures surged minutes before Trump's market-turning postCNBC Why Wall Street seems to keep believing TrumpCNN Traders placed $580mn in oil bets ahead of…,Slashdot.org,"24 Mar 2026, 12:52",https://slashdot.org/firehose.pl?op=view&amp;id=181094650,uk,Traders placed $580M in oil bets minutes before Trump’s Iran post - Yahoo Finance UK Traders placed $580M in oil bets minutes before Trump’s Iran postYahoo Finance UK Volume in stock and oil futures surged minutes before Trump's market-turning postCNBC Why Wall Street seems to keep believing TrumpCNN Traders placed $580mn in oil bets ahead of…,traders placed oil bets minutes trump iran post yahoo finance traders placed oil bets minutes trump iran postyahoo finance volume stock oil futures surged minutes trump market turning postcnbc wall street seems keep believing trumpcnn traders placed oil bets ahead,traders placed oil bets minutes trump iran post yahoo finance traders placed oil bets minutes trump iran postyahoo finance volume stock oil futures surged minutes trump market turning postcnbc wall street seems keep believing trumpcnn traders placed oil bets ahead,Neutral,0.0,Negative,True
Official Statistics: Cyber Security Breaches Survey 2025/2026,"The Cyber Security Breaches Survey is an annual official statistics publication by the UK government that examines how businesses, charities, and educational institutions manage cyber security and respond to breaches. It provides evidence to inform national p…",Www.gov.uk,"24 Mar 2026, 12:48",https://www.gov.uk/government/statistics/announcements/cyber-security-breaches-survey--2,uk,"Official Statistics: Cyber Security Breaches Survey 2025/2026 The Cyber Security Breaches Survey is an annual official statistics publication by the UK government that examines how businesses, charities, and educational institutions manage cyber security and respond to breaches. It provides evidence to inform national p…",official statistics cyber security breaches survey cyber security breaches survey annual official statistics publication government examines businesses charities educational institutions manage cyber security respond breaches provides evidence inform national,official statistics cyber security breaches survey cyber security breaches survey annual official statistics publication government examines businesses charities educational institutions manage cyber security respond breaches provides evidence inform national,Positive,0.8555,Positive,True
Possible Iranian connection: Iran behind the arson of ambulances in London?,London police commissioner says it is possible that a group with ties to Iran set fire to Hatzalah ambulances in London on Monday morning.,Israelnationalnews.com,"24 Mar 2026, 12:47",https://www.israelnationalnews.com/news/424489,uk,Possible Iranian connection: Iran behind the arson of ambulances in London? London police commissioner says it is possible that a group with ties to Iran set fire to Hatzalah ambulances in London on Monday morning.,possible iranian connection iran behind arson ambulances london london police commissioner says possible group ties iran set fire hatzalah ambulances london monday morning,possible iranian connection iran behind arson ambulances london london police commissioner says possible group ties iran set fire hatzalah ambulances london monday morning,Negative,-0.34,Positive,True
How Conor McGregor helped turn Noel Gallagher into an MMA fan,"Noel Gallagher was one of several big names spotted at UFC London on Saturday night. It’s not unusual to see celebrities at ringside for major boxing events in the UK, and even Jason Statham once played a part in setting up a heavyweight title fight.",Yahoo Entertainment,"24 Mar 2026, 12:47",https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_4814a6ff-2df5-45a0-9c40-4ba592c499b9,uk,"How Conor McGregor helped turn Noel Gallagher into an MMA fan Noel Gallagher was one of several big names spotted at UFC London on Saturday night. It’s not unusual to see celebrities at ringside for major boxing events in the UK, and even Jason Statham once played a part in setting up a heavyweight title fight.",conor mcgregor helped turn noel gallagher mma fan noel gallagher one several big names spotted ufc london saturday night unusual see celebrities ringside major boxing events even jason statham played part setting heavyweight title fight,conor mcgregor helped turn noel gallagher mma fan noel gallagher one several big names spotted ufc london saturday night unusual see celebrities ringside major boxing events even jason statham played part setting heavyweight title fight,Positive,0.2732,Positive,True
Toshiba goes transatlantic with quantum-safe connectivity,"Toshiba has been at the forefront of quantum-safe communications developments for years alreadyNow, in partnership with QBT and Telehouse, is has demonstrated …",TelecomTV,"24 Mar 2026, 12:44",https://www.telecomtv.com/content/security/toshiba-goes-transatlantic-with-quantum-safe-connectivity-55173/,uk,"Toshiba goes transatlantic with quantum-safe connectivity Toshiba has been at the forefront of quantum-safe communications developments for years alreadyNow, in partnership with QBT and Telehouse, is has demonstrated …",toshiba goes transatlantic quantum safe connectivity toshiba forefront quantum safe communications developments years alreadynow partnership qbt telehouse demonstrated,toshiba goes transatlantic quantum safe connectivity toshiba forefront quantum safe communications developments years alreadynow partnership qbt telehouse demonstrated,Positive,0.7003,Positive,True
Anger in Cyprus as Iran war spotlights 'colonial' UK bases,"Cyprus wants a ""frank discussion"" about the future of UK bases. A drone incident in early March has blown open old debates across this de facto divided island.",DW (English),"24 Mar 2026, 12:38",https://www.dw.com/en/anger-in-cyprus-as-iran-war-spotlights-colonial-uk-bases/a-76502214,uk,"Anger in Cyprus as Iran war spotlights 'colonial' UK bases Cyprus wants a ""frank discussion"" about the future of UK bases. A drone incident in early March has blown open old debates across this de facto divided island.",anger cyprus iran war spotlights colonial bases cyprus wants frank discussion future bases drone incident early march blown open old debates across facto divided island,anger cyprus iran war spotlights colonial bases cyprus wants frank discussion future bases drone incident early march blown open old debates across facto divided island,Negative,-0.8225,Negative,True
‘Bridgerton’ Season 5 To Spotlight Female Love Story As Production Gets Underway,"Bridgerton Season 5 has set Masali Baduza and Hannah Dodd as romantic leads, with cameras now rolling on the Netflix drama in the UK. The new season, produced by Shondaland and based on Julia Quinn’s novels, spotlights the Bridgerton’s introverted middle daug…",Deadline,"24 Mar 2026, 12:32",http://deadline.com/2026/03/bridgerton-season-5-masali-baduza-hannah-dodd-1236763997/,uk,"‘Bridgerton’ Season 5 To Spotlight Female Love Story As Production Gets Underway Bridgerton Season 5 has set Masali Baduza and Hannah Dodd as romantic leads, with cameras now rolling on the Netflix drama in the UK. The new season, produced by Shondaland and based on Julia Quinn’s novels, spotlights the Bridgerton’s introverted middle daug…",bridgerton season spotlight female love story production gets underway bridgerton season set masali baduza hannah dodd romantic leads cameras rolling netflix drama new season produced shondaland based julia quinn novels spotlights bridgerton introverted middle daug,bridgerton season spotlight female love story production gets underway bridgerton season set masali baduza hannah dodd romantic leads cameras rolling netflix drama new season produced shondaland based julia quinn novels spotlights bridgerton introverted middle daug,Positive,0.7845,Positive,True
Attorney General's Harry Street Lecture speech,"The Attorney General Richard Hermer KC delivered the annual Harry Street Lecture, highlighting the importance of upholding the international rules-based order.",Www.gov.uk,"24 Mar 2026, 12:32",https://www.gov.uk/government/speeches/attorney-generals-harry-street-lecture-speech,uk,"Attorney General's Harry Street Lecture speech The Attorney General Richard Hermer KC delivered the annual Harry Street Lecture, highlighting the importance of upholding the international rules-based order.",attorney general harry street lecture speech attorney general richard hermer delivered annual harry street lecture highlighting importance upholding international rules based order,attorney general harry street lecture speech attorney general richard hermer delivered annual harry street lecture highlighting importance upholding international rules based order,Positive,0.3612,Positive,True
Apocalypse Rising: We Have Reached A Moment In Human History That Could Change Everything,"After this week is over, there may be no turning back. President Trump is literally threatening to “obliterate” Iran’s power grid, and the Iranians cannot do a thing to prevent that from happening. But in response, the Iranians are threatening to destroy oil …",Shtfplan.com,"24 Mar 2026, 12:30",https://www.shtfplan.com/headline-news/apocalypse-rising-we-have-reached-a-moment-in-human-history-that-could-change-everything,uk,"Apocalypse Rising: We Have Reached A Moment In Human History That Could Change Everything After this week is over, there may be no turning back. President Trump is literally threatening to “obliterate” Iran’s power grid, and the Iranians cannot do a thing to prevent that from happening. But in response, the Iranians are threatening to destroy oil …",apocalypse rising reached moment human history could change everything week may turning back president trump literally threatening obliterate iran power grid iranians thing prevent happening response iranians threatening destroy oil,apocalypse rising reached moment human history could change everything week may turning back president trump literally threatening obliterate iran power grid iranians thing prevent happening response iranians threatening destroy oil,Negative,-0.9287,Negative,True
HSBC gets its first artificial intelligence chief,UK bank appoints its first executive position dedicated to artificial intelligence as the technology embeds across the sector,ComputerWeekly.com,"24 Mar 2026, 12:30",https://www.computerweekly.com/news/366640627/HSBC-gets-its-first-artificial-intelligence-chief,uk,HSBC gets its first artificial intelligence chief UK bank appoints its first executive position dedicated to artificial intelligence as the technology embeds across the sector,hsbc gets first artificial intelligence chief bank appoints first executive position dedicated artificial intelligence technology embeds across sector,hsbc gets first artificial intelligence chief bank appoints first executive position dedicated artificial intelligence technology embeds across sector,Positive,0.8481,Positive,True
